Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,DateTime,Year,Month,Month_Name,Day,Day_of_Week,Day_Name,Hour,Is_Weekend,Time_Period,Is_Completed,Is_Cancelled,Is_Incomplete,Is_No_Driver_Found,Booking_Outcome,Revenue,Fare_Per_KM,Has_Booking_Value,Has_Ride_Distance,Has_Driver_Rating,Has_Customer_Rating,Has_Payment_Method,Has_VTAT,Has_CTAT
2024-11-29,11:39:55,CNR8055371,No Driver Found,CID1040812,Premier Sedan,Civil Lines Gurgaon,Preet Vihar,,,,,,,,,,,,,,2024-11-29 11:39:55,2024,11,November,29,4,Friday,11,0,Morning,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-04-20,06:14:41,CNR8055371,Completed,CID2092715,Go Mini,Connaught Place,Paharganj,9.1,19.1,,,,,,,1249.0,48.35,4.7,4.8,UPI,2024-04-20 06:14:41,2024,4,April,20,5,Saturday,6,1,Morning,1,0,0,0,Completed,1249.0,25.832471561530507,1,1,1,1,1,1,1
2024-02-14,17:00:34,CNR8060009,Completed,CID1621318,Bike,Chanakyapuri,Gwal Pahari,8.4,31.2,,,,,,,720.0,2.82,4.6,4.0,Uber Wallet,2024-02-14 17:00:34,2024,2,February,14,2,Wednesday,17,0,Evening,1,0,0,0,Completed,720.0,255.31914893617022,1,1,1,1,1,1,1
2024-04-08,17:44:38,CNR8060009,Completed,CID1358751,eBike,Ambience Mall,Ramesh Nagar,13.8,39.0,,,,,,,514.0,17.71,3.0,4.6,UPI,2024-04-08 17:44:38,2024,4,April,8,0,Monday,17,0,Evening,1,0,0,0,Completed,514.0,29.023150762281194,1,1,1,1,1,1,1
2024-11-27,00:49:43,CNR8060131,Cancelled by Driver,CID3731169,Auto,Tughlakabad,Kirti Nagar,4.1,,,,1.0,The customer was coughing/sick,,,,,,,,2024-11-27 00:49:43,2024,11,November,27,2,Wednesday,0,0,Night,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-17,23:56:08,CNR8060131,Completed,CID5138563,Go Mini,Palam Vihar,IGNOU Road,10.9,15.6,,,,,,,251.0,18.17,4.6,4.6,Cash,2024-08-17 23:56:08,2024,8,August,17,5,Saturday,23,1,Late Evening,1,0,0,0,Completed,251.0,13.813979086406162,1,1,1,1,1,1,1
2024-07-26,07:14:19,CNR8060444,Completed,CID1140341,Bike,Delhi Gate,New Delhi Railway Station,2.9,25.9,,,,,,,133.0,15.65,4.3,4.6,UPI,2024-07-26 07:14:19,2024,7,July,26,4,Friday,7,0,Morning,1,0,0,0,Completed,133.0,8.498402555910543,1,1,1,1,1,1,1
2024-04-14,20:05:49,CNR8060444,Cancelled by Driver,CID9708961,Uber XL,Barakhamba Road,Gurgaon Sector 56,3.6,,,,1.0,Customer related issue,,,,,,,,2024-04-14 20:05:49,2024,4,April,14,6,Sunday,20,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-06,14:15:56,CNR8060520,Completed,CID8549916,Go Mini,Aya Nagar,IGI Airport,14.0,35.7,,,,,,,516.0,4.77,3.2,4.6,Cash,2024-09-06 14:15:56,2024,9,September,6,4,Friday,14,0,Afternoon,1,0,0,0,Completed,516.0,108.17610062893083,1,1,1,1,1,1,1
2024-07-17,18:39:28,CNR8060520,Completed,CID4328336,Auto,Rohini East,Model Town,5.5,34.3,,,,,,,229.0,29.84,4.3,4.6,Cash,2024-07-17 18:39:28,2024,7,July,17,2,Wednesday,18,0,Evening,1,0,0,0,Completed,229.0,7.674262734584451,1,1,1,1,1,1,1
2024-10-24,21:17:35,CNR8068770,Completed,CID4441307,Auto,Maidan Garhi,Vidhan Sabha,8.1,40.0,,,,,,,485.0,23.0,4.3,5.0,UPI,2024-10-24 21:17:35,2024,10,October,24,3,Thursday,21,0,Late Evening,1,0,0,0,Completed,485.0,21.08695652173913,1,1,1,1,1,1,1
2024-09-01,14:22:36,CNR8068770,Completed,CID2413593,Go Mini,New Delhi Railway Station,Cyber Hub,10.2,40.8,,,,,,,269.0,10.02,4.8,4.5,Debit Card,2024-09-01 14:22:36,2024,9,September,1,6,Sunday,14,1,Afternoon,1,0,0,0,Completed,269.0,26.846307385229544,1,1,1,1,1,1,1
2024-09-26,20:15:37,CNR8080968,Completed,CID4475944,Go Sedan,Subhash Chowk,Laxmi Nagar,10.3,40.6,,,,,,,187.0,17.67,4.3,4.5,Cash,2024-09-26 20:15:37,2024,9,September,26,3,Thursday,20,0,Evening,1,0,0,0,Completed,187.0,10.582908885116014,1,1,1,1,1,1,1
2024-01-26,23:30:19,CNR8080968,Cancelled by Driver,CID4628748,Go Mini,Preet Vihar,Rajiv Chowk,7.6,,,,1.0,Customer related issue,,,,,,,,2024-01-26 23:30:19,2024,1,January,26,4,Friday,23,0,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-05-13,16:58:32,CNR8095503,Completed,CID1100336,Bike,Malviya Nagar,Sikanderpur,8.4,21.9,,,,,,,820.0,44.39,4.7,4.4,UPI,2024-05-13 16:58:32,2024,5,May,13,0,Monday,16,0,Afternoon,1,0,0,0,Completed,820.0,18.47262897048885,1,1,1,1,1,1,1
2024-03-13,21:34:29,CNR8095503,No Driver Found,CID2656430,Go Mini,Seelampur,Indraprastha,,,,,,,,,,,,,,2024-03-13 21:34:29,2024,3,March,13,2,Wednesday,21,0,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-04-13,21:52:52,CNR8099403,Cancelled by Driver,CID4724947,Go Mini,Basai Dhankot,Noida Extension,8.7,,,,1.0,More than permitted people in there,,,,,,,,2024-04-13 21:52:52,2024,4,April,13,5,Saturday,21,1,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-16,21:34:30,CNR8099403,Cancelled by Customer,CID8169380,Auto,Adarsh Nagar,Udyog Bhawan,7.8,,1.0,Change of plans,,,,,,,,,,2024-06-16 21:34:30,2024,6,June,16,6,Sunday,21,1,Late Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-03-29,20:23:05,CNR8109819,No Driver Found,CID8088194,Go Mini,Saket,Paharganj,,,,,,,,,,,,,,2024-03-29 20:23:05,2024,3,March,29,4,Friday,20,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-04-01,17:44:02,CNR8109819,Completed,CID2631429,Go Mini,Jama Masjid,Hauz Rani,14.1,19.1,,,,,,,90.0,41.6,4.6,4.3,Uber Wallet,2024-04-01 17:44:02,2024,4,April,1,0,Monday,17,0,Evening,1,0,0,0,Completed,90.0,2.1634615384615383,1,1,1,1,1,1,1
2024-09-05,18:27:40,CNR8116477,No Driver Found,CID7461810,Auto,Paschim Vihar,Lok Kalyan Marg,,,,,,,,,,,,,,2024-09-05 18:27:40,2024,9,September,5,3,Thursday,18,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-11-21,09:33:18,CNR8116477,Completed,CID5533684,Go Sedan,Panipat,Nirman Vihar,4.1,40.7,,,,,,,989.0,7.89,4.3,4.9,Cash,2024-11-21 09:33:18,2024,11,November,21,3,Thursday,9,0,Morning,1,0,0,0,Completed,989.0,125.34854245880862,1,1,1,1,1,1,1
2024-09-09,10:26:52,CNR8118010,Completed,CID3513642,Auto,Nirman Vihar,Connaught Place,4.2,17.6,,,,,,,348.0,38.18,4.9,4.9,Uber Wallet,2024-09-09 10:26:52,2024,9,September,9,0,Monday,10,0,Morning,1,0,0,0,Completed,348.0,9.114719748559455,1,1,1,1,1,1,1
2024-12-15,17:56:26,CNR8118010,Completed,CID1962071,Bike,Shastri Nagar,Nawada,4.4,33.1,,,,,,,111.0,49.53,4.6,4.3,UPI,2024-12-15 17:56:26,2024,12,December,15,6,Sunday,17,1,Evening,1,0,0,0,Completed,111.0,2.2410660205935797,1,1,1,1,1,1,1
2024-03-18,00:43:47,CNR8124914,Completed,CID5707477,Auto,Ghaziabad,Mayur Vihar,4.1,22.9,,,,,,,493.0,13.4,3.9,4.9,UPI,2024-03-18 00:43:47,2024,3,March,18,0,Monday,0,0,Night,1,0,0,0,Completed,493.0,36.7910447761194,1,1,1,1,1,1,1
2024-05-31,20:23:43,CNR8124914,Incomplete,CID4101223,Go Mini,Paschim Vihar,Anand Vihar,3.7,12.0,,,,,1.0,Customer Demand,356.0,15.94,,,UPI,2024-05-31 20:23:43,2024,5,May,31,4,Friday,20,0,Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-01-11,11:11:11,CNR8130205,Completed,CID1110536,Auto,Kirti Nagar,Welcome,13.0,35.3,,,,,,,485.0,16.34,4.1,4.9,Cash,2024-01-11 11:11:11,2024,1,January,11,3,Thursday,11,0,Morning,1,0,0,0,Completed,485.0,29.681762545899634,1,1,1,1,1,1,1
2024-02-22,16:15:15,CNR8130205,Completed,CID4474661,Go Sedan,Khandsa,Chirag Delhi,7.2,32.5,,,,,,,589.0,9.11,4.8,4.9,UPI,2024-02-22 16:15:15,2024,2,February,22,3,Thursday,16,0,Afternoon,1,0,0,0,Completed,589.0,64.65422612513721,1,1,1,1,1,1,1
2024-02-25,12:17:52,CNR8137064,Completed,CID2795630,Go Mini,Sohna Road,IGNOU Road,8.3,18.7,,,,,,,551.0,20.94,4.2,4.5,Debit Card,2024-02-25 12:17:52,2024,2,February,25,6,Sunday,12,1,Afternoon,1,0,0,0,Completed,551.0,26.313276026743075,1,1,1,1,1,1,1
2024-01-11,15:14:09,CNR8137064,Completed,CID9230876,Auto,IGNOU Road,Ambience Mall,6.3,30.9,,,,,,,198.0,44.77,5.0,4.8,UPI,2024-01-11 15:14:09,2024,1,January,11,3,Thursday,15,0,Afternoon,1,0,0,0,Completed,198.0,4.422604422604422,1,1,1,1,1,1,1
2024-02-14,08:52:42,CNR8138172,No Driver Found,CID4098788,Go Sedan,Basai Dhankot,Lajpat Nagar,,,,,,,,,,,,,,2024-02-14 08:52:42,2024,2,February,14,2,Wednesday,8,0,Morning,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-08-13,15:01:41,CNR8138172,Cancelled by Driver,CID2130278,Auto,Subhash Chowk,Ghaziabad,9.9,,,,1.0,Customer related issue,,,,,,,,2024-08-13 15:01:41,2024,8,August,13,1,Tuesday,15,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-20,08:12:15,CNR8147940,Completed,CID8569869,Go Mini,Rohini East,Sarai Kale Khan,11.8,42.6,,,,,,,1348.0,47.2,4.4,4.5,Cash,2024-10-20 08:12:15,2024,10,October,20,6,Sunday,8,1,Morning,1,0,0,0,Completed,1348.0,28.559322033898304,1,1,1,1,1,1,1
2024-08-17,21:53:04,CNR8147940,Completed,CID7463298,eBike,Seelampur,Bhiwadi,11.0,17.9,,,,,,,516.0,11.29,4.4,4.7,Uber Wallet,2024-08-17 21:53:04,2024,8,August,17,5,Saturday,21,1,Late Evening,1,0,0,0,Completed,516.0,45.70416297608504,1,1,1,1,1,1,1
2024-04-01,16:12:45,CNR8149213,Incomplete,CID6481147,Go Mini,Sadar Bazar Gurgaon,Vaishali,3.9,20.7,,,,,1.0,Customer Demand,103.0,1.27,,,Debit Card,2024-04-01 16:12:45,2024,4,April,1,0,Monday,16,0,Afternoon,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-03-26,14:48:34,CNR8149213,Completed,CID9906234,Uber XL,Hauz Rani,Sohna Road,13.6,43.1,,,,,,,307.0,27.36,5.0,4.7,UPI,2024-03-26 14:48:34,2024,3,March,26,1,Tuesday,14,0,Afternoon,1,0,0,0,Completed,307.0,11.22076023391813,1,1,1,1,1,1,1
2024-07-31,16:37:00,CNR8153836,Completed,CID4074687,Go Sedan,Model Town,Meerut,7.7,43.8,,,,,,,107.0,10.08,3.9,5.0,Credit Card,2024-07-31 16:37:00,2024,7,July,31,2,Wednesday,16,0,Afternoon,1,0,0,0,Completed,107.0,10.615079365079366,1,1,1,1,1,1,1
2024-07-24,09:19:18,CNR8153836,Cancelled by Driver,CID7593354,Go Sedan,Netaji Subhash Place,Gurgaon Railway Station,4.7,,,,1.0,The customer was coughing/sick,,,,,,,,2024-07-24 09:19:18,2024,7,July,24,2,Wednesday,9,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-07-17,00:41:04,CNR8170685,Cancelled by Driver,CID4382112,Go Sedan,Narsinghpur,Kadarpur,8.1,,,,1.0,Customer related issue,,,,,,,,2024-07-17 00:41:04,2024,7,July,17,2,Wednesday,0,0,Night,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-21,21:34:40,CNR8170685,Completed,CID8003823,Go Mini,Jahangirpuri,Mansarovar Park,14.6,15.4,,,,,,,531.0,7.43,4.2,4.5,Debit Card,2024-09-21 21:34:40,2024,9,September,21,5,Saturday,21,1,Late Evening,1,0,0,0,Completed,531.0,71.46702557200538,1,1,1,1,1,1,1
2024-12-22,21:29:56,CNR8188452,Incomplete,CID1947140,Bike,Anand Vihar ISBT,Tughlakabad,4.1,19.4,,,,,1.0,Vehicle Breakdown,955.0,5.63,,,Credit Card,2024-12-22 21:29:56,2024,12,December,22,6,Sunday,21,1,Late Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-09-15,15:04:55,CNR8188452,Completed,CID6920066,Go Mini,Mehrauli,Pulbangash,13.1,43.5,,,,,,,1107.0,42.64,4.6,4.5,Debit Card,2024-09-15 15:04:55,2024,9,September,15,6,Sunday,15,1,Afternoon,1,0,0,0,Completed,1107.0,25.96153846153846,1,1,1,1,1,1,1
2024-01-10,01:14:55,CNR8203217,Cancelled by Driver,CID8550358,Bike,Punjabi Bagh,India Gate,9.4,,,,1.0,The customer was coughing/sick,,,,,,,,2024-01-10 01:14:55,2024,1,January,10,2,Wednesday,1,0,Night,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-11,19:55:30,CNR8203217,Cancelled by Customer,CID5942773,Go Mini,Munirka,Ashok Park Main,10.4,,1.0,Driver asked to cancel,,,,,,,,,,2024-08-11 19:55:30,2024,8,August,11,6,Sunday,19,1,Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-25,14:20:14,CNR8214302,Cancelled by Driver,CID1759373,Uber XL,Kanhaiya Nagar,Satguru Ram Singh Marg,9.8,,,,1.0,Customer related issue,,,,,,,,2024-09-25 14:20:14,2024,9,September,25,2,Wednesday,14,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-22,07:11:04,CNR8214302,Incomplete,CID6750961,Auto,Chanakyapuri,RK Puram,8.5,18.1,,,,,1.0,Customer Demand,369.0,5.55,,,UPI,2024-08-22 07:11:04,2024,8,August,22,3,Thursday,7,0,Morning,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-07-11,10:18:10,CNR8222645,Completed,CID8494665,Go Mini,MG Road,Chandni Chowk,7.0,20.3,,,,,,,799.0,47.04,4.3,4.7,Credit Card,2024-07-11 10:18:10,2024,7,July,11,3,Thursday,10,0,Morning,1,0,0,0,Completed,799.0,16.985544217687075,1,1,1,1,1,1,1
2024-05-05,08:33:56,CNR8222645,Completed,CID2461436,Bike,Paschim Vihar,Indraprastha,4.3,17.8,,,,,,,112.0,25.65,4.8,4.5,Credit Card,2024-05-05 08:33:56,2024,5,May,5,6,Sunday,8,1,Morning,1,0,0,0,Completed,112.0,4.366471734892788,1,1,1,1,1,1,1
2024-09-30,06:40:23,CNR8227173,Completed,CID1594095,Auto,Dilshad Garden,Kashmere Gate,4.5,18.6,,,,,,,443.0,11.14,4.2,4.0,Credit Card,2024-09-30 06:40:23,2024,9,September,30,0,Monday,6,0,Morning,1,0,0,0,Completed,443.0,39.76660682226212,1,1,1,1,1,1,1
2024-01-18,20:12:09,CNR8227173,Completed,CID3773368,Go Mini,Narsinghpur,Saidulajab,5.4,18.0,,,,,,,421.0,25.82,3.9,4.6,Cash,2024-01-18 20:12:09,2024,1,January,18,3,Thursday,20,0,Evening,1,0,0,0,Completed,421.0,16.305189775367932,1,1,1,1,1,1,1
2024-12-28,05:50:24,CNR8229171,No Driver Found,CID5545292,Go Sedan,Meerut,Ashok Vihar,,,,,,,,,,,,,,2024-12-28 05:50:24,2024,12,December,28,5,Saturday,5,1,Night,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-04-07,19:53:18,CNR8229171,Completed,CID9392081,Auto,DLF Phase 3,Gurgaon Sector 56,7.1,38.2,,,,,,,126.0,17.88,4.2,4.9,UPI,2024-04-07 19:53:18,2024,4,April,7,6,Sunday,19,1,Evening,1,0,0,0,Completed,126.0,7.046979865771813,1,1,1,1,1,1,1
2024-08-28,10:52:42,CNR8231935,Completed,CID8477797,Uber XL,Chanakyapuri,Saket A Block,11.9,20.0,,,,,,,565.0,43.11,3.7,4.3,UPI,2024-08-28 10:52:42,2024,8,August,28,2,Wednesday,10,0,Morning,1,0,0,0,Completed,565.0,13.106007886801207,1,1,1,1,1,1,1
2024-06-29,06:40:39,CNR8231935,Completed,CID7383449,Auto,Rithala,Vatika Chowk,8.7,20.0,,,,,,,427.0,36.5,4.3,4.6,Debit Card,2024-06-29 06:40:39,2024,6,June,29,5,Saturday,6,1,Morning,1,0,0,0,Completed,427.0,11.698630136986301,1,1,1,1,1,1,1
2024-03-09,18:26:56,CNR8240390,Cancelled by Driver,CID2669607,Auto,Sikanderpur,Preet Vihar,10.1,,,,1.0,More than permitted people in there,,,,,,,,2024-03-09 18:26:56,2024,3,March,9,5,Saturday,18,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-14,06:23:07,CNR8240390,Completed,CID9811915,Premier Sedan,Rohini East,Shahdara,2.4,43.0,,,,,,,758.0,15.81,3.7,4.5,Uber Wallet,2024-04-14 06:23:07,2024,4,April,14,6,Sunday,6,1,Morning,1,0,0,0,Completed,758.0,47.944339025932955,1,1,1,1,1,1,1
2024-11-02,23:35:33,CNR8241727,Incomplete,CID5595722,Go Sedan,Laxmi Nagar,Jhilmil,8.1,22.2,,,,,1.0,Vehicle Breakdown,210.0,13.74,,,Debit Card,2024-11-02 23:35:33,2024,11,November,2,5,Saturday,23,1,Late Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-06-23,08:41:34,CNR8241727,Cancelled by Driver,CID3615685,Bike,Tilak Nagar,Uttam Nagar,3.2,,,,1.0,Customer related issue,,,,,,,,2024-06-23 08:41:34,2024,6,June,23,6,Sunday,8,1,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-11-15,16:45:56,CNR8243630,Cancelled by Customer,CID2481917,eBike,Vishwavidyalaya,Sarai Kale Khan,9.5,,1.0,Change of plans,,,,,,,,,,2024-11-15 16:45:56,2024,11,November,15,4,Friday,16,0,Afternoon,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-17,14:43:44,CNR8243630,Completed,CID3630206,Bike,Moolchand,Nawada,10.5,28.2,,,,,,,482.0,16.44,3.8,4.3,Uber Wallet,2024-06-17 14:43:44,2024,6,June,17,0,Monday,14,0,Afternoon,1,0,0,0,Completed,482.0,29.318734793187346,1,1,1,1,1,1,1
2024-09-22,16:16:26,CNR8261028,Completed,CID8498730,Auto,Satguru Ram Singh Marg,Nehru Place,9.5,30.8,,,,,,,501.0,26.64,4.5,3.9,Cash,2024-09-22 16:16:26,2024,9,September,22,6,Sunday,16,1,Afternoon,1,0,0,0,Completed,501.0,18.806306306306308,1,1,1,1,1,1,1
2024-09-13,18:21:49,CNR8261028,Incomplete,CID1848925,Go Sedan,Munirka,Punjabi Bagh,9.2,12.4,,,,,1.0,Vehicle Breakdown,101.0,19.76,,,Uber Wallet,2024-09-13 18:21:49,2024,9,September,13,4,Friday,18,0,Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-10-01,20:41:33,CNR8262370,Completed,CID8487837,Bike,Kirti Nagar,INA Market,2.5,40.1,,,,,,,248.0,41.62,4.8,4.3,Cash,2024-10-01 20:41:33,2024,10,October,1,1,Tuesday,20,0,Evening,1,0,0,0,Completed,248.0,5.958673714560308,1,1,1,1,1,1,1
2024-03-01,17:17:54,CNR8262370,Completed,CID6825600,eBike,Kaushambi,Chanakyapuri,2.3,16.5,,,,,,,995.0,35.82,4.6,4.6,Debit Card,2024-03-01 17:17:54,2024,3,March,1,4,Friday,17,0,Evening,1,0,0,0,Completed,995.0,27.77777777777778,1,1,1,1,1,1,1
2024-07-03,11:24:28,CNR8271723,Cancelled by Driver,CID7830901,Go Sedan,Dilshad Garden,Lok Kalyan Marg,3.1,,,,1.0,More than permitted people in there,,,,,,,,2024-07-03 11:24:28,2024,7,July,3,2,Wednesday,11,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-13,17:45:38,CNR8271723,Cancelled by Driver,CID2905986,Bike,Sikanderpur,Manesar,11.0,,,,1.0,More than permitted people in there,,,,,,,,2024-06-13 17:45:38,2024,6,June,13,3,Thursday,17,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-11-08,21:33:51,CNR8277267,Cancelled by Driver,CID9547088,Premier Sedan,Indirapuram,Welcome,8.5,,,,1.0,Customer related issue,,,,,,,,2024-11-08 21:33:51,2024,11,November,8,4,Friday,21,0,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-11-24,10:26:42,CNR8277267,Completed,CID5615689,Premier Sedan,Tughlakabad,Udyog Vihar Phase 4,12.3,40.2,,,,,,,1317.0,12.47,4.1,5.0,Credit Card,2024-11-24 10:26:42,2024,11,November,24,6,Sunday,10,1,Morning,1,0,0,0,Completed,1317.0,105.61347233360064,1,1,1,1,1,1,1
2024-11-22,18:09:37,CNR8279988,Completed,CID8035938,Auto,Saket A Block,Dwarka Mor,5.5,23.8,,,,,,,675.0,49.35,4.6,4.7,Debit Card,2024-11-22 18:09:37,2024,11,November,22,4,Friday,18,0,Evening,1,0,0,0,Completed,675.0,13.677811550151976,1,1,1,1,1,1,1
2024-01-04,16:50:18,CNR8279988,Completed,CID4590498,Premier Sedan,Delhi Gate,Adarsh Nagar,8.4,23.2,,,,,,,335.0,35.03,4.9,4.8,Cash,2024-01-04 16:50:18,2024,1,January,4,3,Thursday,16,0,Afternoon,1,0,0,0,Completed,335.0,9.563231515843562,1,1,1,1,1,1,1
2024-09-26,09:53:58,CNR8289158,No Driver Found,CID2458338,Bike,Jhilmil,Barakhamba Road,,,,,,,,,,,,,,2024-09-26 09:53:58,2024,9,September,26,3,Thursday,9,0,Morning,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-03-15,09:13:26,CNR8289158,Cancelled by Driver,CID8311192,Go Mini,Gurgaon Sector 56,Udyog Bhawan,3.4,,,,1.0,Personal & Car related issues,,,,,,,,2024-03-15 09:13:26,2024,3,March,15,4,Friday,9,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-10,22:33:21,CNR8300217,Incomplete,CID9935679,Bike,IMT Manesar,Indraprastha,5.7,18.8,,,,,1.0,Customer Demand,623.0,3.43,,,UPI,2024-12-10 22:33:21,2024,12,December,10,1,Tuesday,22,0,Late Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-04-03,11:44:03,CNR8300217,No Driver Found,CID3500391,Premier Sedan,Gwal Pahari,Keshav Puram,,,,,,,,,,,,,,2024-04-03 11:44:03,2024,4,April,3,2,Wednesday,11,0,Morning,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-11-13,17:01:08,CNR8302839,Cancelled by Driver,CID1225979,Premier Sedan,Mehrauli,Ghaziabad,8.7,,,,1.0,The customer was coughing/sick,,,,,,,,2024-11-13 17:01:08,2024,11,November,13,2,Wednesday,17,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-03-31,18:24:25,CNR8302839,Cancelled by Driver,CID1603611,Premier Sedan,Anand Vihar ISBT,Udyog Vihar Phase 4,8.3,,,,1.0,Customer related issue,,,,,,,,2024-03-31 18:24:25,2024,3,March,31,6,Sunday,18,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-02-11,03:18:36,CNR8307016,Completed,CID8623226,Premier Sedan,Palam Vihar,Gurgaon Railway Station,14.7,41.3,,,,,,,844.0,15.13,4.2,4.7,UPI,2024-02-11 03:18:36,2024,2,February,11,6,Sunday,3,1,Night,1,0,0,0,Completed,844.0,55.783212161269,1,1,1,1,1,1,1
2024-12-28,11:03:52,CNR8307016,Cancelled by Driver,CID5774952,Bike,Bahadurgarh,Ashok Vihar,9.6,,,,1.0,Personal & Car related issues,,,,,,,,2024-12-28 11:03:52,2024,12,December,28,5,Saturday,11,1,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-02,18:59:53,CNR8307846,Completed,CID1254008,Bike,Vishwavidyalaya,Greater Kailash,8.0,28.4,,,,,,,446.0,39.72,4.6,5.0,UPI,2024-12-02 18:59:53,2024,12,December,2,0,Monday,18,0,Evening,1,0,0,0,Completed,446.0,11.22860020140987,1,1,1,1,1,1,1
2024-04-04,05:38:41,CNR8307846,Cancelled by Driver,CID7521646,Auto,India Gate,New Delhi Railway Station,11.8,,,,1.0,More than permitted people in there,,,,,,,,2024-04-04 05:38:41,2024,4,April,4,3,Thursday,5,0,Night,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-11-26,18:42:46,CNR8320262,Completed,CID6465890,Premier Sedan,South Extension,Lok Kalyan Marg,10.7,22.5,,,,,,,872.0,48.52,3.2,3.7,Cash,2024-11-26 18:42:46,2024,11,November,26,1,Tuesday,18,0,Evening,1,0,0,0,Completed,872.0,17.9719703215169,1,1,1,1,1,1,1
2024-09-04,16:06:08,CNR8320262,Cancelled by Driver,CID1288006,Go Mini,Lal Quila,GTB Nagar,3.4,,,,1.0,More than permitted people in there,,,,,,,,2024-09-04 16:06:08,2024,9,September,4,2,Wednesday,16,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-13,21:05:17,CNR8327024,Completed,CID7292020,Bike,Janakpuri,Saidulajab,4.6,23.1,,,,,,,445.0,41.3,5.0,5.0,UPI,2024-08-13 21:05:17,2024,8,August,13,1,Tuesday,21,0,Late Evening,1,0,0,0,Completed,445.0,10.774818401937047,1,1,1,1,1,1,1
2024-08-07,17:27:16,CNR8327024,Completed,CID9944064,Premier Sedan,Shivaji Park,INA Market,3.0,30.3,,,,,,,541.0,2.57,4.2,4.7,Uber Wallet,2024-08-07 17:27:16,2024,8,August,7,2,Wednesday,17,0,Evening,1,0,0,0,Completed,541.0,210.5058365758755,1,1,1,1,1,1,1
2024-03-27,15:53:17,CNR8327138,Completed,CID3819898,Premier Sedan,Anand Vihar,Hero Honda Chowk,2.6,19.1,,,,,,,457.0,32.63,4.3,3.7,Cash,2024-03-27 15:53:17,2024,3,March,27,2,Wednesday,15,0,Afternoon,1,0,0,0,Completed,457.0,14.005516395954642,1,1,1,1,1,1,1
